text,page_number,book,chapter
"    CONTENTS.    CHAP. IV.    Accession of ’Abdu-r-rahm4n IT.—Invasion of Galicia—of Alava—Defeat of Alfonso—’Abdu-r-  rahmén marches against the Galicians—Invasion of Cerdagne—Death of Garcia of Navarre—  Taking and destruction of Leon—Greek ambassadors arrive in Cordova—Account of Yahya Al-  ghazz4l—Piratical expeditions of the Northmen—Arrivals from the East—Account of Zary4b the  singer—His reception—He becomes a favourite of ’Abdu-r-rahm&n—Improves the lute—Death of  Yahya Ibn Yahya Al-leythi—of ’Abdu-]-malek Ibn Habib—Their labours in introducing the sect  of Mélik—Death of ’Abdu-r-rahrin—Revenues of Andalus under his reign—His passion for  women—His adventure with Tarib—Accession of Mohammed I.—His wars with the Christians—  with the rebels of Toledo—Earthquake in Cordova—Death of Mohammed—His son Al-mundhir  ascends the throne—lIs killed in battle with Omar Ibn Hafsstin—Succeeded by his brother Abdullah  —Death of Abdullah    CHAP. V.    Accession of ’Abdu-r-rahm4n—lInvasion of Galicia—of Navarre—of Alava—Theuda, Queen of  Navarre—Battle of Al-handik—Defeat of the Moslems—Ample revenge taken by ’Abdu-r-rahman  —Christian nations court his friendship—Greek ambassadors arrive in Cordova—Other embassies  —Reception of the Greek embassy—Conspiracy against ’Abdu-r-rahmén’s life detected—Execution  of his son ’Abdullah—Conquests in Africa—Death of ’Abdu-r-rahmén—Revenues of Andalus under  his reign—Buildings erected by him—Assumes the title of Khalif—Character of ’Abdu-r-rahmén—  Anecdote of his justice—Account of Mundhir Al-bolitti—of Késim Ibn Asbagh—His Hajib and  Wizirs—Present made to An-nisir    CHAP. VI.    Accession of Al-hakem II.—Ceremonies attending his proclamation—Appointment of a Hajib—  Al-hakem’s wars with the Christians—Piratical incursions of the Northmen—Ordono IV. visits  Cordova—Preparations made by the Khalif for his reception—Ordofo introduced to the royal  presence—His address to Al-hakem—The Khalif’s answer—Arrival of ambassadors from Catalonia  —and from Navarre—The Countess of Castile arrives at court—Transactions in Africa—Scttlers in  Andalus under his reign—aAl-hakem’s love of science—His passion for books—Library founded by  him—Notice of literary men living at his court—Character of Al-hakem—His death    CHAP. VII.    Accession of Hishim II.—Conspiracy in favour of his uncle Al-mugheyrah detected—Execution  of Al-mugheyrah—Origin of Al-manstir—Administration of Ja’far Al-mus'hafi—Intrigues of Al-  manstir—His alliance with Ghélib—who is appointed Hajib—Al-mus‘hafi falls into disgrace—Is  imprisoned and put to death—Al-mansiir’s disagreement with Ghalib—Death of that chief—  Al-mansiir seizes the treasures of Hisham—Takes Berbers into his pay—Builds himself a castle—  Usurps the royal power—Campaigns of Al-mansiir against the Christians of Andalus—Destruction  of Leon—Transactions in Africa—Taking of Barcelona—Zeyri Ibn Mendd sends an embassy to  Cordova—Visits that capital—Returns to Africa—Quarrels with Al-mansiir—Is forcibly dis-  possessed of his government—Dies in exile—Campaigns in Andalus—Invasion of Galicia—March  of the Mohammedan army—Taking and destruction of Santiago—Death of Al-mansiir    vii    PAGE    113    133",11,,
"    viii CONTENTS.    BOOK VII.    CHAP. I.    State of literature under Hishém II.—Arrivals in Cordova—Notice of Sé’id Al-laghiwi—  Anecdotes respecting Al-mansir—His love of justice—His attention to business—His wisdom  and sagacity—His experience in military affairs—Other anecdotes of Al-manstir—Buildings erected  by him    CHAP. II.    *Abdu-l-malek succeeds to the post of H&jib—His death—His brother ’Abdu-r-rahmfn is pro-  claimed—He prevails upon Hishém to choose him for his successor—A conspiracy is formed against  *Abdu-r-rahmén—who is assassinated—Mohammed Ibn ’Abdi-l-jabbér is proclaimed under the  name of Al-muhdi—The Berbers revolt against him—They are expelled from Cordova—They  proclaim Suleym4n—Defeat Al-muhdi—Take possession of the capital—Suleymfn is defeated by  Al-muhdi—Restoration of Hisham—Cordova taken by the Berbers—Massacre of its inhabitants—  Origin of the Beni Hammid—’Ali Ibn Hammid revolts against Suleymén—Defeats him, and puts  him to death—’ Alf is proclaimed at Cordova—His exemplary justice—He becomes a tyrant—Assas-  sination of ’Ali—His brother Al-késim is elected by the army—Takes possession of the government  —Proclamation of Al-murtadhi, of the house of Umeyyah—He is betrayed and put to death .    CHAP. III.    Yahya, the son of ’Ali, revolts against his uncle—Marches to Cordova—Takes possession of that  capital—The Berbers desert his cause—Al-késim regains possession of Cordova—The people rise  against him, and expel him from the city—Al-késim goes to Seville—The inhabitants declare  against him, and shut their gates—He takes refuge in Xerez—Falls into the hands of his nephew  —Is sent prisoner to Malaga—Al-mustadh‘her, of the house of Umeyyah, is proclaimed at Cordova—  He is put to death, and succeeded by Al-mustakfi [Mohammed III.]—Yahya marches to Cordova,  and takes it—The citizens proclaim Hishém Al-mu'tadd, of the house of Umeyyah—They depose  him—Death of Yahya. 7 5 5 . f . . . 7 5 fi a    CHAP. IV.  Andalus divided into petty kingdoms—Kings of Malaga, of the family of Idris—Kings of  Algesiras—of Granada—Cordova—Seville—Toledo—Saragossa—Badajoz—Valencia—Murcia—  Almeria—The Balearic Islands D 5 F    CHAP. Vv.    Origin of the Asturian kingdom—Progress of the Christian arms—Taking of Toledo by Alfonso  VI.—Conquests of Sancho I. of Aragon—Battle of Paterna—Taking of Barbastro—Massacre of  the inhabitants—Excesses committed by the Christians—Barbastro retaken by the Moslems—  Ambitious projects of Alfonso—His insolent request—Al-mu’tamed puts to death his ambassador—  Alfonso prepares to revenge the outrage—Marches against Seville, and besieges it—Al-mu’tamed    PAGE    199    221    237",12,,
"    CONTENTS.    decides on calling Yiisuf to his aid—Sends him an embassy—Account of Yusuf Ibn Tashefin—His  negotiation with the rulers of Andalus—His answer to the ambassadors of Al-mu’tamed    CHAP. VI.    Yiisuf crosses the Strait—Marches to Seville—Preparations of Alfonso—His dream—His  message to Yusuf—March of the Mohammedan army—Arrival at Badajoz—yYiisuf’s letter to  Alfonso—The Christian king tries to deceive the Moslems—His plans known and disconcerted—  His attack upon Al-mu’tamed’s camp—Perilous situation of that monarch—Ytisuf marches to his  aid—Extricates him from his danger—Takes and plunders the Christian camp—Alfonso is wounded  in the thigh—Flees the field of battle—Dies of sorrow and disappointment—Yisuf visits Seville—  Is magnificently entertained by the king of that city—The Almoravides evince a disposition to  remain in Andalus—Advice given to Al-mu’tamed—Yusuf’s departure for Africa    BOOK VIII.    CHAP. I.    Yusuf again crosses over to Andalus—Lays siege to Toledo—Deprives ‘Abdullah Ibn Balkin of  his dominions—His generals subdue the rest of Andalus—Seyr, the Almoravide, attacks the King  of Saragossa—Takes the castle of Roda—Dethrones the Kings of Murcia and Almeria—Puts to  death Ibn Al-afttas, King of Badajoz—Preparations against Al-mu’tamed—Al-mu’tamed besieged  in Seville—Implores the aid of Alfonso—Taking of Seville by the Almoravides—Al-mu’tamed is  conveyed a prisoner to Africa—His son ’Abdu-]-jabb4r revolts in Andalus—lIs killed in the attempt  —Death of Al-mu’tamed—Death of Yusuf Ibn T4shefin—Accession of ’Ali—His campaigns with  the Christians of Andalus—Taking of Saragossa by the Aragonese—’Ali returns to Andalus—  Alfonso I. invades Andalusia—Arrives before Granada—The Christians of Granada transported to  Africa—’Ali goes to Andalus the fourth time—His death    CHAP. II.    Accession of T4shefin Ibn ’Ali—His wars with the Almohades—His death—Conquests of the  Christians—Formation of small kingdoms—The Almohades invade Andalus—Almeria taken by  Alfonso II. of Castile—Cordova besieged by Alfonso—The Almohades retake Almeria—Account of  the rebel Ibn Mardanish—’Abdu-l-mimen crosses over to Andalus—Builds the castle of Gibraltar  —Ibn Humushk takes by surprise the city of Granada—Is besieged by the Almohades—Makes his  submission—Death of ’Abdu-l-miimen 5 > . . .    CHAP. III.    Accession of Ytisuf I.—Conquests of Alfonso Enriquez—Death of Ibn Mardanish—Yusuf lays  siege to Toledo—Dies before Santarem—Is succeeded by Ya’ktib Al-manstir—who attacks and  defeats the Christians—Battle of Alarcos—Death of Ya’ktib—He is succeeded by Mohammed  An-nésir—The Moslems lose the battle of Al-’akéb or Las Navas—lIts fatal results—Accession of  Yusuf II.— Abdu-l-wéhed—Al-’Adil—Idris Al-m4min—As-sa’id—Al-murtadhi—Al-wéthik    ix  PAGE    260    279    294    308    318",13,,
"    x CONTENTS.    CHAP. IV.    Account of Ibn Hiid—Prophecy in his favour—Rises in the province of Murcia—Subdues the  greater part of Andalus—Proclaims the Khalif of Baghdéd—Some chiefs dispute his authority—  The Christians take Merida and Badajoz—Attack and conquer the island of Mallorca—The  governor of Minorca capitulates with them—Siege and taking of Valencia by the Aragonese—  Ferdinand IIT. takes Cordova    CHAP. V.    Origin of the Beni Nasr—Account of Mohammed Ibnu-]-ahmar—His revolt at Arjona—His  wars with Ibn Hiid—He takes possession of Granada—Attacks and defeats the Christians —Dies—  Is succeeded by Mohammed II.—His campaigns against the Christians—Death of Don Nuno de  Lara—The Infante Don Sancho is defeated and slain—Taking of Quesada and Alcaudete—Death of  Mohammed II.—His son Mohammed III. succeeds him—His brother Nasr revolts against him—  Compels him to abdicate—Ferdinand of Castile takes Gibraltar—The Aragonese besiege Almeria—  Revolt of Abii Sa’id and his son Abii-l-walid Isma’fl—The latter defeats Nasr—Forces him to  abdicate—Battle of Elvira—Death of Don Pedro—Taking of Christian fortresses—Assassination of    Isma’il    CHAP. VI.    Accession of Mohammed IV.—Gibraltar recovered from the Christians—Its fortifications re-  paired by Abu-l-hasan—The Africans put to death the King of Granada—His brother Yvtisuf  succeeds him—Battle of Tarifa—Assassination of Yiisuf—Accession of Mohammed V.—His half-  brother Isma’i] revolts against him—-Mohammed takes refuge in Guadix—Crosses over to Africa—  Ibnu-l-khattib’s account of these transactions—Isma’il is dethroned and put to death—Is suc-  ceeded by Mohammed VI.—Assassination of the latter by Pedro, King of Castile—Mohammed V.  recovers his kingdom—Lamentable fate of his Wizir, Ibnu-l-khattib    CHAP. VII.    Accession of Yusuf II.—Fatal predictions—Reign of Abii-l-hasan—His brother Az-zaghal pro-  claimed at Malaga—Troubles in Castile—Rival factions in Granada—Discontent of the people—The  Christians take Alhama—The Moslems try to retake it—Fail in the attempt—Siege of Loxa by the  Castilians—The Granadians attack and defeat them—Revolution at Granada—The Castilians are  defeated near Malaga—Abu ’Abdillah usurps the throne—lIs defeated and taken prisoner by the  Castilians—His uncle Az-zaghal succeeds hin—Conquests of the Christians—Policy of Ferdinand  —He besieges and takes Loxa—Abu ’Abdillah is proclaimed in the Albayzin—Revolution at  Granada—Taking of Velez-Malaga—Malaga besieged and taken—Siege and taking of Baza—  Surrender of Almeria—The Sultan Az-zaghal makes his submission—Abi ’Abdillah summoned to  surrender his capital—Makes preparations to defend himself—War between Abii ’Abdillah and  Az-zaghal—Abii ’Abdillah reduces some fortresses—Az-zaghal crosses over to Africa—Granada  besieged—Surrenders to the Castilians—Terms of the capitulation —The King of Castile makes his  entrance into the Alhambra—Ultimate fate of Abii ’Abdillah—The capitulations are violated —The  Moslems compelled to embrace the Christian religion—Their revolt in the Alpuxarras—Their  feigned conversion—Their ultimate expulsion    PAGE    326    339    354    368",14,,
"    CONTENTS.    Norzs anp InLustRaTIONS .    Appenpix A.    Extracts from the historical work entitled ‘Traditions of Commandment and Government,” re-  lating to the murder of ’Abdu-l-’aziz. See vol. i. App. E. p. 1, et seq.  How ’Abdna-l-’aziz, son of Musa Ibn Nosseyr, was put to death in Andalus by order of the  Khalif Suleymén 5  How the head of ’Abdu-l-’aziz was fees to ‘Suleymén s 7  An account of the governors of Andalus after Misa and his son ’Abdu-l-’aziz 2x.  How the massacre of the Beni Umeyyah came to pass    Apprennix B.    Extracts from the Jadh'watu-l-muktabis fi Tdrtkhi rejdli-l-andalus (a sparkle of fire from the steel  on the history of the illustrious men of Andalus), by Abu ’Abdillah Mohammed Ibn Abi Nasr  Fatih Ibn ’Abdillah Al-azdi Al-homaydi, of Cordova. (Bibl. Bodl. Hunt. 464.)    Reign of Mohammed, son of Hishim, surnamed Al-muhdi   Reign of Suleyman Ibn A]-hakem Al-musta’in   Reign of ’Ali Ibn Hammid, surnamed An-nasir   Reign of Al-késim Ibn Hammid, surnamed Al-mémin   Reign of Yahya Ibn ’Ali, surnamed Al-mu'tali   Reign of ’Abdu-r-rahmén Ibn Hisham Al-mustadh’her   Reign of Mohammed Ibn ’Abdi-r-rahm4n, surnamed Al-mustakfi  Reign of Hisham Ibn Mohammed, surnamed Al-mu’tadd  Sultans of the family of Idris    Appenpix C.    Extracts from the historical work entitled Kitdbu-l-iktifd ft akhbdri-l-kholafd (the book of suf-  ciency on the history of the Khalifs), containing a concise account of the history of Moham-  medan Spain, from the death of Al-hakem Al-mustanser-billah, the ninth Sultén of Cordova,  till the arrival of the Almohades    Aprenpvix D.    Extracts from the history of the Berbers by Abi Zeyd ’Abdu-r-rahm4n Ibn Khaldin (Brit. Mus.  No. 9575), respecting the conquests and settlements of the Al-muwahhediin (or Almohades)  in Spain.   An account of the conquest of Andalus by the Almohades, and the events aad thereon   The Almohades subdue the rest of Andalus 5   Account of Ibn Mardanish, who revolted a the Almohades] in 1 the eastern provinces  of Andalus   Reign of the Khalif Yusuf, son n of *Abdu-l- miimen   Civil war in [the mountains of ] Gomérah   Events in Andalus    xi    PAGE    395    viii  ix  xi   ib.   xiii   ib.   xiv   xv  xvii    xxii    xlix  liii    lv  Wi  Wii  Wiii",15,,
"    xii    CONTENTS.    Abu Ya’kib’s assiduity in the prosecution of the holy war   Reign of his son, Ya’kvib Al-mansir 5 :   Account of the origin and rising of Ibn Ghéniyyah 5 .   His adventures in the holy war F ;   Reign of An-nasir, son of Al-mansur   Conquest of Mallorca 5   An-nésir’s high deeds in the prosecution of the holy war   Revolt of Ibnu-l-faras 5   Reign of Al-mustanser, son of An-' nésir   Reign of ’Abdu-l-wéhed Al-makhlu’, the deposed brother of Al mansuir   Reign of Al-’4dil, son of Al-manstr F   Reign of Al-mémiin, son of Al-mansir .   The people of Valencia, Murcia, and the eastern provinces 5 of Andalus, proclaim the Sultén  Abt Zakariyyé Ibn Abi Hafss, and send an embassy to him   The inhabitants of Andalus come under the rule of the Beni Abi Hafss. rene at Tinis of  messengers bringing the allegiance of the people of Seville and other great cities    Chronological and Genealogical Tables    Inpex—List of Arabic Works cited—of Spanish Words, of Arabic derivation, which occur in the    Translation, or are explained in the Notes—Additions and Corrections    lxii  ib.  lxiv  lxvi  lxvii  Ixviii  ib.  Ixix  lxxi  lxxii    Lxxiii    Ixxvi    Ixxviii    Ixxxi    xciii    ",16,,
"    HISTORY    OF    THE MOHAMMEDAN DYNASTIES IN SPAIN.         BOOK V.    CHAP. I.    As'héb (companions) —Tdbi's (followers)—Al-muneydhir— Hansh—Ibu Rab4h—’Abdullah Ibn Yezid—  Hayy4n—Al-mugheyrah—Hayat Ibn Rejé—’Iy4dh Ibn ’Okbah—Spoils found at the time of the con-  quest—Misappropriated by the conquerors—Zoreyk—Zeyd Ibn K4ssed—Abféi Zor’ah—Mohammed  Ibn Aus—’Abdu-r-rahman Ibn Shamésah—Bekr Ibn Saw4dah—’ Abdullah Ibnu-l-mugheyrah—Mansir  Ton Khozimah—Abit-]-hasan Ibn ""Othman.    Havine in the preceding Book given a short account of the conquest of Andalus by  the Moslems, we propose saying a few words in the present about those illustrious  Moslems who came in the suite of Musa Ibn Nosseyr, and by whose undaunted  valour and fervent piety that mighty deed was achieved. And first we shall speak  about the as’hdb' (companions) and ¢dbi’s (followers of the companions) of the  Prophet (may God favour and preserve him!) who are supposed either to have  visited Andalus or to have settled in that country at the time of its invasion by the  Moslems.   It is doubtful whether any of the as’hdéb (companions) of our holy Prophet were As‘héb (com-  ever in Andalus. Indeed, there are not wanting Eastern writers who even deny anions).  that any of the ¢dbi’s ever set foot in that country. Andalusian authors, on  the contrary, positively assert that one of the lesser as’hdb resided for some time -  among them, and also that a considerable number of the fdbi’s entered with Misa  Ibn Nosseyr at the time of the conquest, and settled in various parts of Andalus.  Ibn Habib,? for instance, assures us, that Al-muneydhir, one of the lesser as‘hdb,  resided in Andalus. The same writer, who counts Misa Ibn Nosseyr himself in  the number of the ¢dbi’s, gives the names of three other tdbi’s,—’Ali Ibn Rabah Al-  lakhmi, Hayat Ibn Rejé At-temimi, and Hansh Ibn ’Abdillah As-san’éni, all of  whom are said to have left Syria in company with Misa Ibn Nosseyr, when he went  to take possession of his government of Eastern Africa, and to have followed that   VOL. II. B",17,book_5,
"    Tébi’s (fol-  lowers).    Al-muneydhir.    2 HISTORY OF THE MOHAMMEDAN [BOOK v.    general to the conquest of Andalus. Other writers substitute for Muisa a theologian  named Abii ’Abdi-r-rahm4n ’Abdullah Ibn Yezid Al-jobeli? Al-ansdri. Others again  make their number amount to five by adding Hayyén Ibn Abi Hoblah,* a mauli  (member by incorporation) of the Beni ’Abdi-d-d4r,’ who, they say, was originally  attached to the settling army of Misr, and was afterwards dispatched to Africa by  the Khalif ""Omar Ibn ’Abdi-l-’aziz, together with other learned theologians, that  they might instruct the natives of that country in the duties of the Mohammedan  religion, which they had embraced.   Besides the before-mentioned tdbi’s, the historian Ibnu Sa’id gives the names of  *Abdu-r-rahmén Ibn ’Abdillah Al-ghafeki, a mauli of the tribe of Koraysh, who  was governor of Andalus from the year 110 to 115; Mohammed Ibn Aus Ibn  Thakib® Al-ansdri; Zeyd Ibn Kassed As-sekseki; Al-mugheyrah Ibn Abi Burdah  Al-Kendni; ’Abdullah Ibn Al-mugheyrah Al-Kendni; ’Abdu-l-jabbér Ibn Abi  Salmah Ibn ’Abdi-r-rahman Ibn ’Auf; Manstir Ibn Abi Khozaymah, and ’Ala Ibn  ’Othman Ibn Khattab.   Tbnu Bashkiwal, as well as Al-hij4ri in his Mas’hab, makes their number amount  to eighteen; other writers to twenty. As to the particular place of their residence  whilst they inhabited Andalus, very little is known with certainty ; as those writers  who have preserved us their names and patronymics content themselves with telling  us that they entered Andalus at the time of the invasion, and resided for some time  in that country; but of this more will be said when we come to treat separately of  each of these holy men.   The first in rank among the illustrious Moslems who were present at the conquest  of Andalus was undoubtedly Al-muneydhir, who is reported to have been both the  companion and the counsellor of the Prophet (God favour and preserve him!).  Ibnu-l-abbdr in his Tekmétlah” speaks of this Al-muneydhir, whom he calls Al-ifriki  (the African), and whom he counts in the number of the as‘hdb or companions of our  holy Prophet. He says, also, that Al-muneydhir inhabited Africa proper until the  time of the conquest of Andalus, when he entered that country in the suite of Misa  Tbn Nosseyr. This latter fact he asserts on the authority of Mohammed Ar-rushitti  (from Rosetta), who held it from the illustrious theologian and traditionist ’Abdu-1-  malek Ibn Habib; but it must also be stated that he (Ibnu-l-abb4r) could adduce no  other proof in favour of his proposition than the accounts of the two authors above  mentioned. He adds, that Abi ’Abdi-r-rahmén Al-jobeli delivered traditions which    ‘he held from the mouth of this Al-muneydhir. Great obscurity hangs, likewise,    over the places of birth and residence of this illustrious individual. Ibnu-l-abbér  thinks that he was either born in Eastern Africa, or had resided most of his life in  that country. Of the same opinion is Ibn ’Abdi-l-barr,® who in his Isti’db, or    ",18,book_5,
"    CHAP. I.] DYNASTIES IN SPAIN. 3    biography of the companions of the Prophet, calls him Al-muneydhir Al-ifriki.  Others entertain a contrary opinion, and make him a native of Yemen ; whether from  Mad’haj, or some other district, is not stated. Of this opinion is the historian Al-  hijéri, who likewise asserts the fact of his having entered Andalus in the suite of  Misa Ibn Nosseyr. Ibnu Bashkiwél, quoting the historian Ar-rézi, says that he  was named Al-muneydhir, that is, the little counsellor, because he was one of the  youngest companions of the Prophet, and that Ibn ’Abdi-l-barr had preserved a  traditional saying (which we hope is a true one) coming in a direct line from this  Al-muneydhir, who held it from the very mouth of the Prophet. The same fact is  recorded by Abi ’Ali Ibn As-saken in his work on the companions, as well as by  Ibn Nafi’ in his biographical dictionary of the companions, and by Al-bokhéri in  his larger historical work. We shall quote the words of the last-mentioned writer.  ‘** Abi Al-muneydhir, the companion of the Messenger of God (may He favour and  ‘* preserve him !), lived in Africa proper. He delivered many traditional sayings  ‘“‘ which he held from the Prophet himself, and of which the following is one:  “«* Whoever is content to have Allah for his master, Islam for a religion, and -  “* Mohammed for a prophet, I will be a warrant to him that I will lead him by  “the hand into Paradise.’”? Such are the words of Al-bokh4ri, who, it must be  remarked, calls him Abi Al-muneydhir instead of Al-muneydhir. The person, how-  ever, from whom Al-bokhéri held this tradition could quote no other preserved by  that illustrious individual. Lastly, Abi Ja’far Ibn Rashid, who not only preserved  this tradition, but has mentioned its author in his work entitled Masnadu-s-sihdbah  (traditional sayings preserved by the companions of the Prophet), calls him Al-  mundhir, and gives him the patronymic Al-yement; although he does not state of  what part of Yemen he was a native or a resident.   Hansh As-san’ dnt.—Ibnu Bashkiwal, quoting Ibn Wadhdhah,? says that Hansh was Hansh.  only a by-name, and that the real name of this ¢ébi’ was Huseyn Ibn ’Abdillah, and  his appellative “‘ Abi ’Ali;” others say ‘“‘ Abi Rashideyn.” ‘‘ Hansh,” continues  Tbnu Bashkiéwal, ‘was born in Syria, and, according to Abi Sa’id Ibn Yiinas '° in  “‘ his biography of eminent Moslems natives of Africa, Egypt, or Andalus, at a town  “ called San’4; he followed the fortunes of ’Ali Ibn Abi Talib, to whose party he  ‘* was addicted ; fought in Africa under Ruwayki’ Ibn Thabit, and, lastly, entered  “ Andalus with Misa Ibn Nosseyr.” He is likewise counted in the number of  those Arabs who assisted the son of Zubeyr in his rebellion against the Khalif  *Abdu-l-malek Ibn Merwén ; for, after the murder of ’Ali, whose friend and partisan  he was, he retired into Egypt and joined the insurgents ; thence he went to Arabia  and fought under the banners of Ibn Zubeyr, until he was taken prisoner and  brought before that Sultan, who caused him to be cast into a dungeon and loaded",19,book_5,
"    Tébi's (fol-  lowers).    Al-muneydhir.    2 HISTORY OF THE MOHAMMEDAN [Book v.    general to the conquest of Andalus. Other writers substitute for Muisa a theologian  named Abi ’Abdi-r-rahmén ’Abdullah Ibn Yezid Al-jobeli? Al-anséri. Others again  make their number amount to five by adding Hayyén Ibn Abi Hoblah,* a mauli  (member by incorporation) of the Beni ’Abdi-d-d4r,® who, they say, was originally  attached to the settling army of Misr, and was afterwards dispatched to Africa by  the Khalif ""Omar Ibn ’Abdi-l-’aziz, together with other learned theologians, that  they might instruct the natives of that country in the duties of the Mohammedan  religion, which they had embraced.   Besides the before-mentioned ¢dbi’s, the historian Ibnu Sa’id gives the names of  *Abdu-r-rahmaén Ibn ’Abdillah Al-ghafeki, a mauli of the tribe of Koraysh, who  was governor of Andalus from the year 110 to 115; Mohammed Ibn Aus Ibn  Thakib® Al-ans4ri; Zeyd Ibn Kassed As-sekseki; Al-mugheyrah Ibn Abi Burdah  Al-Kenéni; ""Abdullah Ibn Al-mugheyrah Al-Kendni; ’Abdu-l-jabbér Ibn Abi  Salmah Ibn ’Abdi-r-rahman Ibn ’Auf; Mansiir Ibn Abi Khozaymah, and ’Ala Ibn  ’Othmén Ibn Khattab.   Ibnu Bashkiwél, as well as Al-hijdri in his Mas’hab, makes their number amount  to eighteen; other writers to twenty. As to the particular place of their residence  whilst they inhabited Andalus, very little is known with certainty ; as those writers  who have preserved us their names and patronymics content themselves with telling  us that they entered Andalus at the time of the invasion, and resided for some time  in that country; but of this more will be said when we come to treat separately of  each of these holy men.   The first in rank among the illustrious Moslems who were present at the conquest  of Andalus was undoubtedly Al-muneydhir, who is reported to have been both the  companion and the counsellor of the Prophet (God favour and preserve him !).  Ibnu-l-abbdr in his Tekmtlah” speaks of this Al-muneydhir, whom he calls Al-ifriki  (the African), and whom he counts in the number of the as’hdb or companions of our  holy Prophet. He says, also, that Al-muneydhir inhabited Africa proper until the  time of the conquest of Andalus, when he entered that country in the suite of Misa  Tbn Nosseyr. This latter fact he asserts on the authority of Mohammed Ar-rushatti  (from Rosetta), who held it from the illustrious theologian and traditionist ’Abdu-1-  malek Ibn Habib ; but it must also be stated that he (Ibnu-l-abbar) could adduce no  other proof in favour of his proposition than the accounts of the two authors above  mentioned. He adds, that Abt ’Abdi-r-rahmén Al-jobeli delivered traditions which    “he held from the mouth of this Al-muneydhir. Great obscurity hangs, likewise,    over the places of birth and residence of this illustrious individual. Ibnu-l-abbér  thinks that he was either born in Eastern Africa, or had resided most of his life in  that country. Of the same opinion is Ibn ’Abdi-l-barr,® who in his JIsti’db, or",20,book_5,
"    CHAP. I.] DYNASTIES IN SPAIN. 3    biography of the companions of the Prophet, calls him Al-muneydhir Al-ifriki.  Others entertain a contrary opinion, and make him a native of Yemen ; whether from  Mad’haj, or some other district, is not stated. Of this opinion is the historian Al-  hijdri, who likewise asserts the fact of his having entered Andalus in the suite of  Misa Ibn Nosseyr. Ibnu Bashkiwél, quoting the historian Ar-r4zi, says that he  was named Al-muneydhir, that is, the little counsellor, because he was one of the  youngest companions of the Prophet, and that Ibn ’Abdi-l-barr had preserved a  traditional saying (which we hope is a true one) coming in a direct line from this  Al-muneydhir, who held it from the very mouth of the Prophet. The same fact is  recorded by Abi ’Ali Ibn As-saken in his work on the companions, as well as by  Ibn Nafi’ in his biographical dictionary of the companions, and by Al-bokhéri in  his larger historical work. We shall quote the words of the last-mentioned writer.  ‘* Abi Al-muneydhir, the companion of the Messenger of God (may He favour and  ** preserve him !), lived in Africa proper. He delivered many traditional sayings  “‘ which he held from the Prophet himself, and of which the following is one:  ‘* «Whoever is content to have Allah for his master, Islam for a religion, and .  ‘* Mohammed for a prophet, I will be a warrant to him that I will lead him by  “‘ the hand into Paradise.’”’? Such are the words of Al-bokhdri, who, it must be  remarked, calls him Abi Al-muneydhir instead of Al-muneydhir. The person, how-  ever, from whom Al-bokhdri held this tradition could quote no other preserved by  that illustrious individual. Lastly, Abi Ja’far Ibn Rashid, who not only preserved  this tradition, but has mentioned its author in his work entitled Masnadu-s-sihdbah  (traditional sayings preserved by the companions of the Prophet), calls him Al-  mundhir, and gives him the patronymic Al-yement ; although he does not state of  what part of Yemen he was a native or a resident.   Hansh As-san’dnt.—Ibnu Bashkiwal, quoting Ibn Wadhdhdh,? says that Hansh was Hansh.  only a by-name, and that the real name of this ¢dbi’ was Huseyn Ibn ’Abdillah, and  his appellative ‘‘ Abi ’Ali;”’ others say ‘‘ Abii Rashideyn.” ‘‘ Hansh,” continues  Tbnu Bashkiwal, “ was born in Syria, and, according to Abi Sa’id Ibn Ytnas""° in  “‘ his biography of eminent Moslems natives of Africa, Egypt, or Andalus, at a town  “called San’4; he followed the fortunes of ’Ali Ibn Abi Talib, to whose party he  “* was addicted ; fought in Africa under Ruwayki’ Ibn Thabit, and, lastly, entered  “ Andalus with Misa Ibn Nosseyr.” He is likewise counted in the number of  those Arabs who assisted the son of Zubeyr in his rebellion against the Khalif  *Abdu-l-malek Ibn Merwan ; for, after the murder of ’Ali, whose friend and partisan  he was, he retired into Egypt and joined the insurgents ; thence he went to Arabia  and fought under the banners of Ibn Zubeyr, until he was taken prisoner and  brought before that Sultan, who caused him to be cast into a dungeon and loaded",21,book_5,
