Text,Book,Chapter,text,lower,tokenized_sents
"This naturally brings to our recollection the great palace which Al-mansir Ibn  Dhi-n-niin, King of Toledo, built in that city, and in the construction of which he is  said to have lavished countless treasures. He not only employed all the best artists  of his age, but he sent also for architects, geometricians, and painters, from distant  lands ; made them execute the most fantastic and wonderful works, and rewarded  their labours with the greatest munificence. Adjoining to his palace he planted a  most luxuriant garden, in which he made an artificial lake, and in the centre of this  he built a kiosk of stained glass, adorned with gold. His architect so contrived  this, that by certain geometrical rules the water of the lake was made to ascend to",book_3,chapter_3,True,"this naturally brings to our recollection the great palace which al-mansir ibn  dhi-n-niin, king of toledo, built in that city, and in the construction of which he is  said to have lavished countless treasures. he not only employed all the best artists  of his age, but he sent also for architects, geometricians, and painters, from distant  lands ; made them execute the most fantastic and wonderful works, and rewarded  their labours with the greatest munificence. adjoining to his palace he planted a  most luxuriant garden, in which he made an artificial lake, and in the centre of this  he built a kiosk of stained glass, adorned with gold. his architect so contrived  this, that by certain geometrical rules the water of the lake was made to ascend to","['this naturally brings to our recollection the great palace which al-mansir ibn  dhi-n-niin, king of toledo, built in that city, and in the construction of which he is  said to have lavished countless treasures.', 'he not only employed all the best artists  of his age, but he sent also for architects, geometricians, and painters, from distant  lands ; made them execute the most fantastic and wonderful works, and rewarded  their labours with the greatest munificence.', 'adjoining to his palace he planted a  most luxuriant garden, in which he made an artificial lake, and in the centre of this  he built a kiosk of stained glass, adorned with gold.', 'his architect so contrived  this, that by certain geometrical rules the water of the lake was made to ascend to']"
" the top of the dome over the kiosk, and then, dropping at both sides, join the waters  of the lake. In this room the Sultan could sit, untouched by the water, which fell  every where round him, and refreshed the air in the hot season ; sometimes, too,  wax tapers were lighted within the room, producing an admirable effect upon the  transparent walls of the kiosk. But of this more when we come to the narrative  of the Kings of Toledo.",book_3,chapter_3,True," the top of the dome over the kiosk, and then, dropping at both sides, join the waters  of the lake. in this room the sultan could sit, untouched by the water, which fell  every where round him, and refreshed the air in the hot season ; sometimes, too,  wax tapers were lighted within the room, producing an admirable effect upon the  transparent walls of the kiosk. but of this more when we come to the narrative  of the kings of toledo.","[' the top of the dome over the kiosk, and then, dropping at both sides, join the waters  of the lake.', 'in this room the sultan could sit, untouched by the water, which fell  every where round him, and refreshed the air in the hot season ; sometimes, too,  wax tapers were lighted within the room, producing an admirable effect upon the  transparent walls of the kiosk.', 'but of this more when we come to the narrative  of the kings of toledo.']"
 Aqueduct of Cordova—Built by ’Abdu-r-rahmfn ITI.—The palace and city of Az-zihirah—Christian  churches in Cordova—Tribunal of appeal.,book_3,chapter_4,True, aqueduct of cordova—built by ’abdu-r-rahmfn iti.—the palace and city of az-zihirah—christian  churches in cordova—tribunal of appeal.,[' aqueduct of cordova—built by ’abdu-r-rahmfn iti.—the palace and city of az-zihirah—christian  churches in cordova—tribunal of appeal.']
" Aw Andalusian historian has said that such were An-ndssir’s passion and taste for Aqueduct of  building that besides the erection of the magnificent palace that we have just de-  scribed, and the considerable additions made to the great mosque, he also undertook  and completed during his reign several public works for the improvement and orna-  ment of his capital. Of this number was a most magnificent aqueduct, which conveyed  excellent water from the mountains of Cordova to the palace of An-na’trah (the water-  wheel), in the western part of the city, by means of tubes geometrically arranged  over arches connected one with another. The waters thus conveyed, in admirable  order, and by dint of extraordinary science, were discharged into a vast reservoir,  on which was a colossal lion of wonderful workmanship, and so beautifully imitated  that the sight of it only was sufficient to cast fear into the hearts of the beholders,  and that none devised by the Sult4ns of former times had been seen equal to it,  either in likeness or in magnificence. It was covered with the purest gold, and  its two eyes were two jewels of inestimable value, which sent forth torrents of  light. The waters of the aqueduct entered into the hind part of this monster, and  then poured out from his mouth into the aforesaid basin, which circumstance,  united to the beautiful appearance of the animal, to its terrible and overawing  aspect, to the two eyes which shone forth as if they belonged to a human creature,  never failed altogether to produce the most extraordinary effect in the minds of  those who beheld it for the first time. After supplying this palace, and irrigating  with profusion every corner of its gardens, notwithstanding their great extent,  the superabundant water went to augment the Guadalquivir. Every author we  have consulted on the subject agrees in saying that this aqueduct, with the re-  servoir, and the figure pouring the water into it, must be considered as one of  the most amazing structures ever raised by man; for if we attend to the length of  VOL. I. 21",book_3,chapter_4,True," aw andalusian historian has said that such were an-ndssir’s passion and taste for aqueduct of  building that besides the erection of the magnificent palace that we have just de-  scribed, and the considerable additions made to the great mosque, he also undertook  and completed during his reign several public works for the improvement and orna-  ment of his capital. of this number was a most magnificent aqueduct, which conveyed  excellent water from the mountains of cordova to the palace of an-na’trah (the water-  wheel), in the western part of the city, by means of tubes geometrically arranged  over arches connected one with another. the waters thus conveyed, in admirable  order, and by dint of extraordinary science, were discharged into a vast reservoir,  on which was a colossal lion of wonderful workmanship, and so beautifully imitated  that the sight of it only was sufficient to cast fear into the hearts of the beholders,  and that none devised by the sult4ns of former times had been seen equal to it,  either in likeness or in magnificence. it was covered with the purest gold, and  its two eyes were two jewels of inestimable value, which sent forth torrents of  light. the waters of the aqueduct entered into the hind part of this monster, and  then poured out from his mouth into the aforesaid basin, which circumstance,  united to the beautiful appearance of the animal, to its terrible and overawing  aspect, to the two eyes which shone forth as if they belonged to a human creature,  never failed altogether to produce the most extraordinary effect in the minds of  those who beheld it for the first time. after supplying this palace, and irrigating  with profusion every corner of its gardens, notwithstanding their great extent,  the superabundant water went to augment the guadalquivir. every author we  have consulted on the subject agrees in saying that this aqueduct, with the re-  servoir, and the figure pouring the water into it, must be considered as one of  the most amazing structures ever raised by man; for if we attend to the length of  vol. i. 21","[' aw andalusian historian has said that such were an-ndssir’s passion and taste for aqueduct of  building that besides the erection of the magnificent palace that we have just de-  scribed, and the considerable additions made to the great mosque, he also undertook  and completed during his reign several public works for the improvement and orna-  ment of his capital.', 'of this number was a most magnificent aqueduct, which conveyed  excellent water from the mountains of cordova to the palace of an-na’trah (the water-  wheel), in the western part of the city, by means of tubes geometrically arranged  over arches connected one with another.', 'the waters thus conveyed, in admirable  order, and by dint of extraordinary science, were discharged into a vast reservoir,  on which was a colossal lion of wonderful workmanship, and so beautifully imitated  that the sight of it only was sufficient to cast fear into the hearts of the beholders,  and that none devised by the sult4ns of former times had been seen equal to it,  either in likeness or in magnificence.', 'it was covered with the purest gold, and  its two eyes were two jewels of inestimable value, which sent forth torrents of  light.', 'the waters of the aqueduct entered into the hind part of this monster, and  then poured out from his mouth into the aforesaid basin, which circumstance,  united to the beautiful appearance of the animal, to its terrible and overawing  aspect, to the two eyes which shone forth as if they belonged to a human creature,  never failed altogether to produce the most extraordinary effect in the minds of  those who beheld it for the first time.', 'after supplying this palace, and irrigating  with profusion every corner of its gardens, notwithstanding their great extent,  the superabundant water went to augment the guadalquivir.', 'every author we  have consulted on the subject agrees in saying that this aqueduct, with the re-  servoir, and the figure pouring the water into it, must be considered as one of  the most amazing structures ever raised by man; for if we attend to the length of  vol.', 'i.', '21']"
  242 _ HISTORY OF THE MOHAMMEDAN [BooK 111.,book_3,chapter_4,True,  242 _ history of the mohammedan [book 111.,['  242 _ history of the mohammedan [book 111.']
" it, to the unfavourable nature of the ground through which it was conducted, the  magnitude and solidity of the construction, the height of the piers over which the  water was made to flow, sometimes ascending, sometimes descending, we shall  scarcely find among the works of ancient kings which have reached us any thing to  be compared to it.’",book_3,chapter_4,True," it, to the unfavourable nature of the ground through which it was conducted, the  magnitude and solidity of the construction, the height of the piers over which the  water was made to flow, sometimes ascending, sometimes descending, we shall  scarcely find among the works of ancient kings which have reached us any thing to  be compared to it.’","[' it, to the unfavourable nature of the ground through which it was conducted, the  magnitude and solidity of the construction, the height of the piers over which the  water was made to flow, sometimes ascending, sometimes descending, we shall  scarcely find among the works of ancient kings which have reached us any thing to  be compared to it.’']"
"Lee te The building of this aqueduct lasted fourteen months, counting from the day on  which the preparatory works in the mountains were commenced to that on which  the water began to flow over the arches, go into the lion, and then pour down  into the reservoir. This took place on a Thursday, the third of Jumdadi-]l-akhar ;  on the same day the Khalif An-ndssir invited to his palace of An-na’tirah a large  party of the most illustrious citizens of Cordova, and gave them a most splendid  entertainment ; after which he distributed considerable largesses among his guests,  and lavished all sorts of rich presents on the architects and geometricians who had  directed the work, although they had already been most munificently remunerated  from the royal treasury.?",book_3,chapter_4,True,"lee te the building of this aqueduct lasted fourteen months, counting from the day on  which the preparatory works in the mountains were commenced to that on which  the water began to flow over the arches, go into the lion, and then pour down  into the reservoir. this took place on a thursday, the third of jumdadi-]l-akhar ;  on the same day the khalif an-ndssir invited to his palace of an-na’tirah a large  party of the most illustrious citizens of cordova, and gave them a most splendid  entertainment ; after which he distributed considerable largesses among his guests,  and lavished all sorts of rich presents on the architects and geometricians who had  directed the work, although they had already been most munificently remunerated  from the royal treasury.?","['lee te the building of this aqueduct lasted fourteen months, counting from the day on  which the preparatory works in the mountains were commenced to that on which  the water began to flow over the arches, go into the lion, and then pour down  into the reservoir.', 'this took place on a thursday, the third of jumdadi-]l-akhar ;  on the same day the khalif an-ndssir invited to his palace of an-na’tirah a large  party of the most illustrious citizens of cordova, and gave them a most splendid  entertainment ; after which he distributed considerable largesses among his guests,  and lavished all sorts of rich presents on the architects and geometricians who had  directed the work, although they had already been most munificently remunerated  from the royal treasury.', '?']"
"Az-zhirah. We have to mention another palace and city built by the famous Hajib, Mo-  hammed Ibn Abi ’A’mir, commonly called Al-mansir, although information  respecting it is by no means so abundant with us as we should wish. We  know that it existed at some distance from Cordova on the banks of the Guadal-  quivir, and that it was a most splendid structure, second to none but the palace  of Az-zahr4, built by ’Abdu-r-rahmdn ; but, owing to the circumstance of its being  destroyed by the Berbers, soon after the death of its founder,> during the disastrous  civil wars which brought to the ground the tottering throne of the Khalifs, the  memory of it was soon effaced, and such particulars as have been handed down to  us give but few details. Indeed, there are not wanting authors who suppose that it  also was built by ’Abdu-r-rahman An-néssir, confounding it no doubt with Az-  zahra, and being led into error by the similarity of the names ;‘ but, as Ibnu Khaldin  has clearly shown, they were two distinct and separate cities ; and the fact is further  proved by the testimony of contemporary writers, as Ibnu Hayy4n and others:  they all agree that when Al-mansiir usurped the Khalifate, during the minority of  Hishdm, son of Al-hakem, he built for his own security and residence a palace,  whither he transferred his treasures, stores, and arms. The edifice, which stood  on the banks of the Guadalquivir, not far from Az-zahra, was begun in the year  three hundred and sixty-eight of the Hijra (a. p. 978-9), the greatest part of it  being completed in the short space of two years. Al-manstir betook himself to it,  with his family, servants, guards, and adherents, in the year three hundred and  seventy (a.p. 980-1). He, moreover, established in it the offices of the state,  built magazines for grain, and erected mills ; he also granted the adjoining lands to",book_3,chapter_4,True,"az-zhirah. we have to mention another palace and city built by the famous hajib, mo-  hammed ibn abi ’a’mir, commonly called al-mansir, although information  respecting it is by no means so abundant with us as we should wish. we  know that it existed at some distance from cordova on the banks of the guadal-  quivir, and that it was a most splendid structure, second to none but the palace  of az-zahr4, built by ’abdu-r-rahmdn ; but, owing to the circumstance of its being  destroyed by the berbers, soon after the death of its founder,> during the disastrous  civil wars which brought to the ground the tottering throne of the khalifs, the  memory of it was soon effaced, and such particulars as have been handed down to  us give but few details. indeed, there are not wanting authors who suppose that it  also was built by ’abdu-r-rahman an-néssir, confounding it no doubt with az-  zahra, and being led into error by the similarity of the names ;‘ but, as ibnu khaldin  has clearly shown, they were two distinct and separate cities ; and the fact is further  proved by the testimony of contemporary writers, as ibnu hayy4n and others:  they all agree that when al-mansiir usurped the khalifate, during the minority of  hishdm, son of al-hakem, he built for his own security and residence a palace,  whither he transferred his treasures, stores, and arms. the edifice, which stood  on the banks of the guadalquivir, not far from az-zahra, was begun in the year  three hundred and sixty-eight of the hijra (a. p. 978-9), the greatest part of it  being completed in the short space of two years. al-manstir betook himself to it,  with his family, servants, guards, and adherents, in the year three hundred and  seventy (a.p. 980-1). he, moreover, established in it the offices of the state,  built magazines for grain, and erected mills ; he also granted the adjoining lands to","['az-zhirah.', 'we have to mention another palace and city built by the famous hajib, mo-  hammed ibn abi ’a’mir, commonly called al-mansir, although information  respecting it is by no means so abundant with us as we should wish.', 'we  know that it existed at some distance from cordova on the banks of the guadal-  quivir, and that it was a most splendid structure, second to none but the palace  of az-zahr4, built by ’abdu-r-rahmdn ; but, owing to the circumstance of its being  destroyed by the berbers, soon after the death of its founder,> during the disastrous  civil wars which brought to the ground the tottering throne of the khalifs, the  memory of it was soon effaced, and such particulars as have been handed down to  us give but few details.', 'indeed, there are not wanting authors who suppose that it  also was built by ’abdu-r-rahman an-néssir, confounding it no doubt with az-  zahra, and being led into error by the similarity of the names ;‘ but, as ibnu khaldin  has clearly shown, they were two distinct and separate cities ; and the fact is further  proved by the testimony of contemporary writers, as ibnu hayy4n and others:  they all agree that when al-mansiir usurped the khalifate, during the minority of  hishdm, son of al-hakem, he built for his own security and residence a palace,  whither he transferred his treasures, stores, and arms.', 'the edifice, which stood  on the banks of the guadalquivir, not far from az-zahra, was begun in the year  three hundred and sixty-eight of the hijra (a. p. 978-9), the greatest part of it  being completed in the short space of two years.', 'al-manstir betook himself to it,  with his family, servants, guards, and adherents, in the year three hundred and  seventy (a.p.', '980-1).', 'he, moreover, established in it the offices of the state,  built magazines for grain, and erected mills ; he also granted the adjoining lands to']"
" his Wizirs, Kétibs, Generals, and favourites, who lost no time in building mag-  nificent houses and palaces, and planting gardens in the neighbourhood ; people of  all ranks and professions, anxious to fix their abodes near the ruler of the state,  imitated their example, and built all round, so that in a very short time the  suburbs of Az-zahirah joined those of Cordova.",book_3,chapter_4,True," his wizirs, kétibs, generals, and favourites, who lost no time in building mag-  nificent houses and palaces, and planting gardens in the neighbourhood ; people of  all ranks and professions, anxious to fix their abodes near the ruler of the state,  imitated their example, and built all round, so that in a very short time the  suburbs of az-zahirah joined those of cordova.","[' his wizirs, kétibs, generals, and favourites, who lost no time in building mag-  nificent houses and palaces, and planting gardens in the neighbourhood ; people of  all ranks and professions, anxious to fix their abodes near the ruler of the state,  imitated their example, and built all round, so that in a very short time the  suburbs of az-zahirah joined those of cordova.']"
"I recollect having read in an historical work, the composition of the author of  the Kitdbu-l-azhdr wa-l-anwdr,> which I saw in the library of Fez, the following  anecdote respecting Al-manstr, and the splendour and magnificence with which he  used to surround his person while residing in his palace of Az-zdhirah. There  came once to the court of Al-manstir ambassadors from the most powerful of the  Christian kings of Andalus ; their object was to ascertain the real strength of the  Moslems, and gain, if possible, a knowledge of their internal affairs. No sooner did  Al-mansir hear of their arrival than he issued orders for their suitable enter-  tainment, and began to make preparations previous to their admission to his pre-  sence. He ordered that a vast lake, several miles in length, which was in the  gardens of Az-zdhirah, should be planted entirely with water-lilies ;° he then caused  four kintars of gold, and four kintars of silver, to be cast into as many small pieces  as there were water-lilies in the lake, and ordered that one of those pieces should  be introduced into the cavity of each water-lily. All this having been executed  agreeably to his instructions, Al-mansiir dispatched a messenger to the Christian  ambassadors, and bade them appear in his presence the next morning at dawn. The  Christians did as they were desired, and found Al-mansir sitting in the great hall of  his palace, in a balcony overlooking the lake ; at sunrise one thousand Sclavonians  dressed in silken robes embroidered with silver and gold, their waists being girt by  sashes of gold tissue, and carrying in their hands gold and silver trays, made their  appearance, and the ambassadors were very much struck to see the beauty of their -  personal appearance, the magnificence of their dresses and ornaments, and the  admirable order in which they drew themselves up on each side of Al-mansir’s  throne,—the five hundred with robes of gold tissue and gold trays to the right, and the  five hundred with robes of silver tissue and silver trays to the left. The Christians,  in the meanwhile, not knowing what was meant, were dumb with amazement ; but  when the first sunbeams shone upon the water-lilies in the lake, all the Sclavonians  left their ranks at a signal from their chief, hastened to the spot, and began plucking  the flowers, placing those that had the silver pieces inside in the gold trays, and  those that had the gold pieces in the silver trays, and when every water-lily on the  lake had thus been plucked and placed in the silver and gold trays, they appeared  again in the presence of Al-mansir, and deposited their gatherings at his feet, thus  raising a mountain of silver and gold before his throne. When the Christian",book_3,chapter_4,True,"i recollect having read in an historical work, the composition of the author of  the kitdbu-l-azhdr wa-l-anwdr,> which i saw in the library of fez, the following  anecdote respecting al-manstr, and the splendour and magnificence with which he  used to surround his person while residing in his palace of az-zdhirah. there  came once to the court of al-manstir ambassadors from the most powerful of the  christian kings of andalus ; their object was to ascertain the real strength of the  moslems, and gain, if possible, a knowledge of their internal affairs. no sooner did  al-mansir hear of their arrival than he issued orders for their suitable enter-  tainment, and began to make preparations previous to their admission to his pre-  sence. he ordered that a vast lake, several miles in length, which was in the  gardens of az-zdhirah, should be planted entirely with water-lilies ;° he then caused  four kintars of gold, and four kintars of silver, to be cast into as many small pieces  as there were water-lilies in the lake, and ordered that one of those pieces should  be introduced into the cavity of each water-lily. all this having been executed  agreeably to his instructions, al-mansiir dispatched a messenger to the christian  ambassadors, and bade them appear in his presence the next morning at dawn. the  christians did as they were desired, and found al-mansir sitting in the great hall of  his palace, in a balcony overlooking the lake ; at sunrise one thousand sclavonians  dressed in silken robes embroidered with silver and gold, their waists being girt by  sashes of gold tissue, and carrying in their hands gold and silver trays, made their  appearance, and the ambassadors were very much struck to see the beauty of their -  personal appearance, the magnificence of their dresses and ornaments, and the  admirable order in which they drew themselves up on each side of al-mansir’s  throne,—the five hundred with robes of gold tissue and gold trays to the right, and the  five hundred with robes of silver tissue and silver trays to the left. the christians,  in the meanwhile, not knowing what was meant, were dumb with amazement ; but  when the first sunbeams shone upon the water-lilies in the lake, all the sclavonians  left their ranks at a signal from their chief, hastened to the spot, and began plucking  the flowers, placing those that had the silver pieces inside in the gold trays, and  those that had the gold pieces in the silver trays, and when every water-lily on the  lake had thus been plucked and placed in the silver and gold trays, they appeared  again in the presence of al-mansir, and deposited their gatherings at his feet, thus  raising a mountain of silver and gold before his throne. when the christian","['i recollect having read in an historical work, the composition of the author of  the kitdbu-l-azhdr wa-l-anwdr,> which i saw in the library of fez, the following  anecdote respecting al-manstr, and the splendour and magnificence with which he  used to surround his person while residing in his palace of az-zdhirah.', 'there  came once to the court of al-manstir ambassadors from the most powerful of the  christian kings of andalus ; their object was to ascertain the real strength of the  moslems, and gain, if possible, a knowledge of their internal affairs.', 'no sooner did  al-mansir hear of their arrival than he issued orders for their suitable enter-  tainment, and began to make preparations previous to their admission to his pre-  sence.', 'he ordered that a vast lake, several miles in length, which was in the  gardens of az-zdhirah, should be planted entirely with water-lilies ;° he then caused  four kintars of gold, and four kintars of silver, to be cast into as many small pieces  as there were water-lilies in the lake, and ordered that one of those pieces should  be introduced into the cavity of each water-lily.', 'all this having been executed  agreeably to his instructions, al-mansiir dispatched a messenger to the christian  ambassadors, and bade them appear in his presence the next morning at dawn.', 'the  christians did as they were desired, and found al-mansir sitting in the great hall of  his palace, in a balcony overlooking the lake ; at sunrise one thousand sclavonians  dressed in silken robes embroidered with silver and gold, their waists being girt by  sashes of gold tissue, and carrying in their hands gold and silver trays, made their  appearance, and the ambassadors were very much struck to see the beauty of their -  personal appearance, the magnificence of their dresses and ornaments, and the  admirable order in which they drew themselves up on each side of al-mansir’s  throne,—the five hundred with robes of gold tissue and gold trays to the right, and the  five hundred with robes of silver tissue and silver trays to the left.', 'the christians,  in the meanwhile, not knowing what was meant, were dumb with amazement ; but  when the first sunbeams shone upon the water-lilies in the lake, all the sclavonians  left their ranks at a signal from their chief, hastened to the spot, and began plucking  the flowers, placing those that had the silver pieces inside in the gold trays, and  those that had the gold pieces in the silver trays, and when every water-lily on the  lake had thus been plucked and placed in the silver and gold trays, they appeared  again in the presence of al-mansir, and deposited their gatherings at his feet, thus  raising a mountain of silver and gold before his throne.', 'when the christian']"
  244 HISTORY OF THE MOHAMMEDAN [Book 111.,book_3,chapter_4,True,  244 history of the mohammedan [book 111.,['  244 history of the mohammedan [book 111.']
" ambassadors saw this, they were seized with astonishment, and remained deeply  convinced of Al-manstir’s immense resources and countless treasures; they  addressed him in the most humble terms, asked for a truce, which was granted,  and returned to their country, where they said to their king, ‘‘ Do not make war  “upon these people, for, by the Lord, we have seen the earth yielding them its  ‘* hidden treasures.”",book_3,chapter_4,True," ambassadors saw this, they were seized with astonishment, and remained deeply  convinced of al-manstir’s immense resources and countless treasures; they  addressed him in the most humble terms, asked for a truce, which was granted,  and returned to their country, where they said to their king, ‘‘ do not make war  “upon these people, for, by the lord, we have seen the earth yielding them its  ‘* hidden treasures.”","[' ambassadors saw this, they were seized with astonishment, and remained deeply  convinced of al-manstir’s immense resources and countless treasures; they  addressed him in the most humble terms, asked for a truce, which was granted,  and returned to their country, where they said to their king, ‘‘ do not make war  “upon these people, for, by the lord, we have seen the earth yielding them its  ‘* hidden treasures.”']"
"It is related by Abi Idris Al-khauldni that as Al-manstr was one day sitting  in his palace of Az-zdhirah, reflecting on its beauties, listening to the murmur  of the running waters and to the songs of rare birds, inhaling the perfumes of  the scented flowers, and regaling his eyes with the emerald green of the bowers  and meadows,—as his whole soul in short was absorbed in the contemplation of  the manifold beauties surrounding him on every side,—suddenly tears rolled  down his cheeks, and he exclaimed, in deep sorrow, “‘O Az-zéhirah! may the  ‘* Almighty Lord save thee from the hands of the demon of war, who will ere  “‘long accomplish thy destruction!” and Al-manstr, after saying this, wept  bitterly and hid his face with both his hands. Then one of his favourites who  was present said to him, ‘‘ What ails thee, O Al-manstir? What words are these ?  ‘* What is the meaning of expressions which thy lips never uttered before ; and  “how comest thou to be assailed by thoughts so melancholy and sad as these,  “when the like of them never before entered thy mind?” ‘ God grant,” said  Al-manstr, ‘“‘ that my prediction be not fulfilled; for if my presentiments tell me  “ truth, the fire of civil discord will soon rage within the precincts of this palace,  ‘and all the beauties of Az-zéhirah will ere long be effaced,—all traces of it will  ‘« disappear from the face of the earth, this splendid mansion will be pulled down  “* and converted into a heap of ruins, the gardens transformed into a dreary desert,  ‘* my treasures will be squandered and scattered, and what was formerly the scene  “ of pleasure and mirth will be changed into a spot of desolation and ruin.”",book_3,chapter_4,True,"it is related by abi idris al-khauldni that as al-manstr was one day sitting  in his palace of az-zdhirah, reflecting on its beauties, listening to the murmur  of the running waters and to the songs of rare birds, inhaling the perfumes of  the scented flowers, and regaling his eyes with the emerald green of the bowers  and meadows,—as his whole soul in short was absorbed in the contemplation of  the manifold beauties surrounding him on every side,—suddenly tears rolled  down his cheeks, and he exclaimed, in deep sorrow, “‘o az-zéhirah! may the  ‘* almighty lord save thee from the hands of the demon of war, who will ere  “‘long accomplish thy destruction!” and al-manstr, after saying this, wept  bitterly and hid his face with both his hands. then one of his favourites who  was present said to him, ‘‘ what ails thee, o al-manstir? what words are these ?  ‘* what is the meaning of expressions which thy lips never uttered before ; and  “how comest thou to be assailed by thoughts so melancholy and sad as these,  “when the like of them never before entered thy mind?” ‘ god grant,” said  al-manstr, ‘“‘ that my prediction be not fulfilled; for if my presentiments tell me  “ truth, the fire of civil discord will soon rage within the precincts of this palace,  ‘and all the beauties of az-zéhirah will ere long be effaced,—all traces of it will  ‘« disappear from the face of the earth, this splendid mansion will be pulled down  “* and converted into a heap of ruins, the gardens transformed into a dreary desert,  ‘* my treasures will be squandered and scattered, and what was formerly the scene  “ of pleasure and mirth will be changed into a spot of desolation and ruin.”","['it is related by abi idris al-khauldni that as al-manstr was one day sitting  in his palace of az-zdhirah, reflecting on its beauties, listening to the murmur  of the running waters and to the songs of rare birds, inhaling the perfumes of  the scented flowers, and regaling his eyes with the emerald green of the bowers  and meadows,—as his whole soul in short was absorbed in the contemplation of  the manifold beauties surrounding him on every side,—suddenly tears rolled  down his cheeks, and he exclaimed, in deep sorrow, “‘o az-zéhirah!', 'may the  ‘* almighty lord save thee from the hands of the demon of war, who will ere  “‘long accomplish thy destruction!” and al-manstr, after saying this, wept  bitterly and hid his face with both his hands.', 'then one of his favourites who  was present said to him, ‘‘ what ails thee, o al-manstir?', 'what words are these ?', '‘* what is the meaning of expressions which thy lips never uttered before ; and  “how comest thou to be assailed by thoughts so melancholy and sad as these,  “when the like of them never before entered thy mind?” ‘ god grant,” said  al-manstr, ‘“‘ that my prediction be not fulfilled; for if my presentiments tell me  “ truth, the fire of civil discord will soon rage within the precincts of this palace,  ‘and all the beauties of az-zéhirah will ere long be effaced,—all traces of it will  ‘« disappear from the face of the earth, this splendid mansion will be pulled down  “* and converted into a heap of ruins, the gardens transformed into a dreary desert,  ‘* my treasures will be squandered and scattered, and what was formerly the scene  “ of pleasure and mirth will be changed into a spot of desolation and ruin.”']"
"Al-khauléni continues: ‘“ Alas! this prophecy of Al-manstir’s was speedily ful-  “ filled, as is well known; for his son Al-mudhfer, who after his death succeeded  “him in the command of the army and the management of public affairs, had  “‘ neither the abilities nor the popularity of his father, and the power of the  ‘ Khalifs began to decline. However, after the death of Al-mudhfer, whose  ‘administration did not last long, the reins of government were taken by his  “ brother ’Abdu-r-rahman, surnamed Sanjiil,”7 who was soon afterwards deposed and  “ put to death by a successful rebel, a prince of the royal blood, named Mohammed  “ Tbn Hishém Ibn ’Abdi-l-jabb4r, who afterwards assumed the honourable appella-  “tion of Al-muhdi-billah® (the directed by God). This Mohammed collected an  ‘ army in the provinces, marched against the capital, which he entered, and having",book_3,chapter_4,True,"al-khauléni continues: ‘“ alas! this prophecy of al-manstir’s was speedily ful-  “ filled, as is well known; for his son al-mudhfer, who after his death succeeded  “him in the command of the army and the management of public affairs, had  “‘ neither the abilities nor the popularity of his father, and the power of the  ‘ khalifs began to decline. however, after the death of al-mudhfer, whose  ‘administration did not last long, the reins of government were taken by his  “ brother ’abdu-r-rahman, surnamed sanjiil,”7 who was soon afterwards deposed and  “ put to death by a successful rebel, a prince of the royal blood, named mohammed  “ tbn hishém ibn ’abdi-l-jabb4r, who afterwards assumed the honourable appella-  “tion of al-muhdi-billah® (the directed by god). this mohammed collected an  ‘ army in the provinces, marched against the capital, which he entered, and having","['al-khauléni continues: ‘“ alas!', 'this prophecy of al-manstir’s was speedily ful-  “ filled, as is well known; for his son al-mudhfer, who after his death succeeded  “him in the command of the army and the management of public affairs, had  “‘ neither the abilities nor the popularity of his father, and the power of the  ‘ khalifs began to decline.', 'however, after the death of al-mudhfer, whose  ‘administration did not last long, the reins of government were taken by his  “ brother ’abdu-r-rahman, surnamed sanjiil,”7 who was soon afterwards deposed and  “ put to death by a successful rebel, a prince of the royal blood, named mohammed  “ tbn hishém ibn ’abdi-l-jabb4r, who afterwards assumed the honourable appella-  “tion of al-muhdi-billah® (the directed by god).', 'this mohammed collected an  ‘ army in the provinces, marched against the capital, which he entered, and having']"
